2,0.75
5,0.875
1,0.75
3,1
0,0.875
4,0.75
4,0.875
9,1.125
8,1.25
0,1
0,0.875
0,0.75
2,1.125
6,1
19,1.75
12,1
17,1
22,1.75
13,1
16,1.25
3,1.125
8,1
8,1.125
7,1.125
9,1.25
6,1.125
4,1.375
0,0.875
9,1
42,1.5
49,2.25
20,1.625
30,2.25
14,2.25
24,1
29,1.5
31,2.125
20,1.125
25,1
34,1.25
46,1.625
53,1.875
47,2.5
38,2
24,1.875
6,1.375
0,0.75
0,0.75
0,0.75
0,0.875
8,1.125
11,0.875
23,1.625
18,1.375
14,1.25
0,1
0,0.75
0,0.75
0,0.75
0,0.625
0,0.75
0,0.75
13,1
31,1.125
37,1.875
30,2.375
26,1.25
30,2
5,1.25
23,1.625
0,1.625
1,1.375
21,1.75
3,0.875
7,1.25
13,1
22,1.125
25,1.375
21,1.125
22,1.125
44,2.125
43,2.125
17,2.625
5,0.75
17,1
27,1.25
45,2.25
28,2.125
12,1.125
16,2.25
14,1
39,1.625
30,2.375
25,1.125
15,1.25
0,1.375
0,0.75
8,0.875
16,1.125
13,1
14,2.5
0,1.25
13,3
14,1.125
3,0.875
2,1.375
16,1
17,1.375
0,0.75
0,0.75
0,0.875
25,1.25
30,1.5
28,1.5
30,1.5
26,2
15,0.75
8,1.5
23,1.125
19,1
28,1.375
26,1.375
23,1.75
19,1.5
22,1
22,1.625
15,1.75
5,0.875
7,1
5,0.875
6,1
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
22,1
43,1.5
44,1.625
47,1.625
47,1.625
48,2.125
35,2.375
6,1.25
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
27,0.875
55,1.875
55,2
54,1.875
51,1.75
49,1.75
48,1.75
48,1.625
46,2.125
30,2.375
26,2
10,1.625
10,1.625
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
13,1
23,1
43,1.5
58,1.25
53,2.75
28,2.25
0,0.75
0,0.75
0,0.75
0,1
4,0.75
19,1
42,1.5
53,1.875
56,1.625
50,1.875
49,1.75
41,2.125
19,1.5
16,1.875
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
4,0.875
15,1
27,1.25
25,2
24,1.875
18,2
30,1.125
37,1.5
36,2.875
41,1
47,1.625
51,1.75
48,2.125
39,2
33,1.625
45,3.125
30,1.125
38,1.875
33,1.875
24,1.875
12,2.125
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
0,0.75
7,0.875
26,1.25
33,1.625
27,2.125
25,1.875
10,1.625
21,1.625
40,1.375
39,2
41,1.125
48,1.75
52,2.125
54,1.375
59,1.75
60,1.75
53,1.875
52,1.875
40,2
26,1.375
29,1.5
39,1
56,1.25
53,1.875
46,1.625
51,1.5
50,1.75
44,1.625
45,1.625
50,1.75
57,2
49,2.5
48,2.375
51,2.5
49,2.5
42,2.125
37,1.875
40,1.375
57,2
59,2.25
37,3
12,1.25
57,2
55,2
62,1
63,1.5
82,1.875
85,2
83,2
80,1.875
80,2.375
76,2.25
76,2.25
70,2.5
65,2.375
55,2.75
48,2.375
46,2.25
32,2.625
33,1.625
28,1.5
49,1.125
76,2.25
90,2.625
85,2.625
73,2.625
73,2.625
77,2.75
77,2.75
62,2.25
55,2
50,1.75
54,1.875
48,1.75
43,2.125
32,1.625
56,2.75
46,2.375
40,2
44,2.25
40,2
38,1.375
54,1.875
48,2.5
45,2.25
44,2.25
36,1.875
21,1.75
5,1.125
4,0.875
17,1
41,1.375
65,2.25
68,2.5
69,2.5
63,2.25
49,1.75
41,2
40,2
36,1.75
35,1.75
38,1.375
47,2.375
33,1.25
19,1
32,1.125
41,1.75
37,1.875
13,2.125
8,0.875
12,1
28,1.125
41,2
31,2.375
32,1
44,2.125
22,2.75
8,0.875
19,1
19,1
18,1.375
12,1
16,1
34,1.25
33,1.625
28,1.375
28,1.875
18,1.5
16,1.25
12,0.875
0,1
4,0.75
0,0.75
