28/05/201915:00,0,0.975
28/05/201915:00,0,1.0
28/05/201915:00,3,0.975
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,7,1.0
28/05/201915:00,5,0.9
28/05/201915:00,5,0.9
28/05/201915:00,13,1.0
28/05/201915:00,13,1.15
28/05/201915:00,20,1.5
28/05/201915:00,27,1.475
28/05/201915:00,3,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,16,1.5
28/05/201915:00,11,1.0
28/05/201915:00,16,2.0
28/05/201915:00,26,1.375
28/05/201915:00,32,1.6
28/05/201915:00,21,1.0
28/05/201915:00,15,1.175
28/05/201915:00,11,1.975
28/05/201915:00,23,1.875
28/05/201915:00,15,1.115
28/05/201915:00,25,1.5
28/05/201915:00,23,1.875
28/05/201915:00,31,1.775
28/05/201915:00,36,1.75
28/05/201915:00,44,1.5
28/05/201915:00,44,1.5
28/05/201915:00,18,1.0
28/05/201915:00,2,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,0.9
28/05/201915:00,0,1.0
28/05/201915:00,17,1.275
28/05/201915:00,24,2.0
28/05/201915:00,34,1.9
28/05/201915:00,39,1.975
28/05/201915:00,36,1.375
28/05/201915:00,36,1.75
28/05/201915:00,32,1.375
28/05/201915:00,28,1.0
28/05/201915:00,18,1.0
28/05/201915:00,24,1.375
28/05/201915:00,32,1.5
28/05/201915:00,33,1.375
28/05/201915:00,34,1.375
28/05/201915:00,19,1.0
28/05/201915:00,17,1.475
28/05/201915:00,6,1.0
28/05/201915:00,4,1.0
28/05/201915:00,14,1.475
28/05/201915:00,22,1.675
28/05/201915:00,8,1.0
28/05/201915:00,0,1.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,2,1.25
28/05/201915:00,21,1.75
28/05/201915:00,22,1.0
28/05/201915:00,3,1.0
28/05/201915:00,23,1.75
28/05/201915:00,32,1.75
28/05/201915:00,36,1.75
28/05/201915:00,40,1.5
28/05/201915:00,29,1.0
28/05/201915:00,21,1.0
28/05/201915:00,16,1.0
28/05/201915:00,15,1.0
28/05/201915:00,11,1.0
28/05/201915:00,9,1.0
28/05/201915:00,18,2.375
28/05/201915:00,37,2.0
28/05/201915:00,43,1.5
28/05/201915:00,34,1.375
28/05/201915:00,47,1.75
28/05/201915:00,48,1.45
28/05/201915:00,45,1.375
28/05/201915:00,36,1.0
28/05/201915:00,22,1.0
28/05/201915:00,30,1.5
28/05/201915:00,31,1.5
28/05/201915:00,37,1.375
28/05/201915:00,44,1.5
28/05/201915:00,46,1.675
28/05/201915:00,47,1.675
28/05/201915:00,39,1.5
28/05/201915:00,47,1.675
28/05/201915:00,56,2.0
28/05/201915:00,62,1.75
28/05/201915:00,57,1.5
28/05/201915:00,53,1.5
28/05/201915:00,42,1.375
28/05/201915:00,36,1.375
28/05/201915:00,26,2.0
28/05/201915:00,33,1.5
28/05/201915:00,40,1.5
28/05/201915:00,10,1.0
28/05/201915:00,15,2.5
28/05/201915:00,27,2.0
28/05/201915:00,25,2.0
28/05/201915:00,24,1.375
28/05/201915:00,35,1.375
28/05/201915:00,32,1.0
28/05/201915:00,25,1.0
28/05/201915:00,7,1.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,1.0
28/05/201915:00,22,1.75
28/05/201915:00,30,1.75
28/05/201915:00,37,1.75
28/05/201915:00,37,1.375
28/05/201915:00,41,1.5
28/05/201915:00,46,1.5
28/05/201915:00,45,1.5
28/05/201915:00,40,1.5
28/05/201915:00,27,1.0
28/05/201915:00,7,1.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,14,2.375
28/05/201915:00,33,1.75
28/05/201915:00,36,1.75
28/05/201915:00,43,1.5
28/05/201915:00,21,1.0
28/05/201915:00,0,0.75
28/05/201915:00,19,2.375
28/05/201915:00,40,2.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,6,1.375
28/05/201915:00,31,1.75
28/05/201915:00,44,1.5
28/05/201915:00,48,1.5
28/05/201915:00,50,1.375
28/05/201915:00,50,1.375
28/05/201915:00,47,1.0
28/05/201915:00,53,1.375
28/05/201915:00,50,1.375
28/05/201915:00,47,1.0
28/05/201915:00,51,1.375
28/05/201915:00,52,1.375
28/05/201915:00,51,1.375
28/05/201915:00,47,1.0
28/05/201915:00,31,1.0
28/05/201915:00,34,1.375
28/05/201915:00,48,1.5
28/05/201915:00,52,1.5
28/05/201915:00,43,0.75
28/05/201915:00,29,1.0
28/05/201915:00,16,1.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
